7.651187777519226074e-01,0.000000000000000000e+00,2.196934372186660767e-01,5.870628952980041504e-01,0.000000000000000000e+00,5.591527819633483887e-01,0.000000000000000000e+00,9.003700017929077148e-01,6.926590204238891602e-01,4.990447759628295898e-01,7.402399182319641113e-01,5.829536318778991699e-01,-3.493883609771728516e-01,-4.621625244617462158e-01,6.053345799446105957e-01,4.915356934070587158e-01,8.046320676803588867e-01,6.233299970626831055e-01,-5.430074334144592285e-01,-4.332715570926666260e-01,-8.201038837432861328e-01,-8.146319389343261719e-01
-1.802460253238677979e-01,0.000000000000000000e+00,2.196934372186660767e-01,-8.575914502143859863e-01,0.000000000000000000e+00,-8.144227266311645508e-01,0.000000000000000000e+00,-8.382111191749572754e-01,-4.001033902168273926e-01,-9.224003553390502930e-01,9.229394048452377319e-02,2.237943172454833984e+00,1.822129964828491211e+00,-7.433432340621948242e-01,-2.684650719165802002e-01,6.676023006439208984e-01,1.136889085173606873e-01,-1.469648718833923340e+00,2.213907986879348755e-01,-6.533406376838684082e-01,-8.201038837432861328e-01,9.053375720977783203e-01
-5.484024286270141602e-01,0.000000000000000000e+00,2.196934372186660767e-01,1.268407106399536133e+00,0.000000000000000000e+00,1.317356228828430176e+00,0.000000000000000000e+00,-1.245733022689819336e+00,-7.543364763259887695e-01,1.176360964775085449e+00,1.900918334722518921e-01,3.530538082122802734e-01,1.910924553871154785e+00,-6.345083713531494141e-01,1.237309649586677551e-01,1.444137334823608398e+00,-7.596122026443481445e-01,4.174696505069732666e-01,1.821922808885574341e-01,-7.635757327079772949e-01,9.014257788658142090e-01,-8.146319389343261719e-01
-4.937424063682556152e-01,0.000000000000000000e+00,2.196934372186660767e-01,5.605352520942687988e-01,0.000000000000000000e+00,3.076534569263458252e-01,0.000000000000000000e+00,-1.036378860473632812e+00,-7.666913270950317383e-01,2.795012295246124268e-01,2.459489554166793823e-01,5.540158748626708984e-01,1.407584428787231445e+00,-4.952854216098785400e-01,4.119776487350463867e-01,5.648188591003417969e-01,-6.831018924713134766e-01,6.054144501686096191e-01,1.025017723441123962e-01,-5.108149647712707520e-01,9.014257788658142090e-01,-8.146319389343261719e-01
-1.025765538215637207e+00,0.000000000000000000e+00,2.196934372186660767e-01,3.638086616992950439e-01,0.000000000000000000e+00,-2.721386849880218506e-01,0.000000000000000000e+00,-1.318081259727478027e+00,-1.233440756797790527e+00,-1.524093300104141235e-01,2.700180113315582275e-01,7.786596417427062988e-01,1.445946097373962402e+00,-3.136151731014251709e-01,3.281156718730926514e-01,2.613646388053894043e-01,-7.142247557640075684e-01,6.959735155105590820e-01,7.133538126945495605e-01,3.398622199892997742e-02,9.014257788658142090e-01,-8.146319389343261719e-01
-1.641688346862792969e+00,0.000000000000000000e+00,2.196934372186660767e-01,9.041835069656372070e-01,0.000000000000000000e+00,1.743118464946746826e-01,0.000000000000000000e+00,-1.052317857742309570e+00,-1.731318712234497070e+00,1.733437776565551758e-01,6.817508935928344727e-01,1.086616754531860352e+00,1.218789577484130859e+00,-1.311440706253051758e+00,5.989386439323425293e-01,4.748567044734954834e-01,-1.101002573966979980e+00,7.930864095687866211e-01,2.651853322982788086e+00,1.203417778015136719e+00,9.014257788658142090e-01,-8.146319389343261719e-01
-1.844024300575256348e+00,0.000000000000000000e+00,2.196934372186660767e-01,8.942518830299377441e-01,0.000000000000000000e+00,3.610790967941284180e-01,0.000000000000000000e+00,-1.010234117507934570e+00,-1.952913522720336914e+00,2.595770359039306641e-01,4.908964037895202637e-01,9.979839920997619629e-01,-6.533736735582351685e-02,-1.588139176368713379e+00,1.106029227375984192e-01,-1.720676124095916748e-01,-1.118526935577392578e+00,9.984694719314575195e-01,2.807606697082519531e+00,9.520250372588634491e-03,9.014257788658142090e-01,9.053375720977783203e-01
-2.003811597824096680e+00,0.000000000000000000e+00,2.196934372186660767e-01,1.644932866096496582e+00,0.000000000000000000e+00,1.219900012016296387e+00,0.000000000000000000e+00,-1.257246375083923340e+00,-1.834157228469848633e+00,1.283880710601806641e+00,-4.483764618635177612e-02,-2.118547439575195312e+00,1.179878488183021545e-01,8.815991878509521484e-01,-9.001325964927673340e-01,-5.583823919296264648e-01,-5.824698209762573242e-01,1.404336571693420410e+00,2.828066110610961914e+00,-4.098155200481414795e-01,9.014257788658142090e-01,9.053375720977783203e-01
-1.888394832611083984e+00,0.000000000000000000e+00,2.196934372186660767e-01,9.591150879859924316e-01,0.000000000000000000e+00,5.419616699218750000e-01,0.000000000000000000e+00,-6.972814202308654785e-01,6.277638673782348633e-01,4.241210222244262695e-01,-2.720639944076538086e+00,-3.098253309726715088e-01,2.940382435917854309e-02,1.326952129602432251e-01,-9.645412564277648926e-01,-1.051787734031677246e+00,-3.192655444145202637e-01,1.090828180313110352e+00,2.490680694580078125e+00,-3.261025428771972656e+00,-8.201038837432861328e-01,9.053375720977783203e-01
-1.257480382919311523e+00,0.000000000000000000e+00,2.196934372186660767e-01,1.237043738365173340e+00,0.000000000000000000e+00,9.457815289497375488e-01,0.000000000000000000e+00,-1.542147159576416016e+00,6.173951029777526855e-01,4.989865422248840332e-01,-2.078795194625854492e+00,3.346016645431518555e+00,-2.815602779388427734e+00,-4.948278903961181641e+00,-1.673812508583068848e+00,7.281059026718139648e-01,-3.333138525485992432e-01,1.359345674514770508e+00,-2.391848325729370117e+00,-5.162282943725585938e+00,-8.201038837432861328e-01,9.053375720977783203e-01
-4.693788290023803711e-01,0.000000000000000000e+00,2.196934372186660767e-01,1.036076426506042480e+00,0.000000000000000000e+00,6.701806187629699707e-01,0.000000000000000000e+00,-1.219166159629821777e+00,5.131950378417968750e-01,5.918838381767272949e-01,-1.589561104774475098e+00,4.301994442939758301e-01,-4.210995674133300781e+00,-4.650963842868804932e-01,-4.892811775207519531e-01,2.149859428405761719e+00,-1.766768932342529297e+00,-2.036698818206787109e+00,-3.194410085678100586e+00,1.804256066679954529e-02,9.014257788658142090e-01,-8.146319389343261719e-01
-2.507721781730651855e-01,0.000000000000000000e+00,2.196934372186660767e-01,-2.439199015498161316e-02,0.000000000000000000e+00,-6.021200418472290039e-01,0.000000000000000000e+00,-1.120668649673461914e+00,2.174082025885581970e-02,-7.998530864715576172e-01,-1.384146690368652344e+00,1.507223486900329590e+00,-4.213286876678466797e+00,-4.427491724491119385e-01,6.013536453247070312e-01,4.572464227676391602e-01,-2.603939294815063477e+00,8.487188816070556641e-01,-2.248070955276489258e+00,5.683461427688598633e-01,9.014257788658142090e-01,-8.146319389343261719e-01
1.042424049228429794e-02,0.000000000000000000e+00,2.196934372186660767e-01,2.695302963256835938e-01,0.000000000000000000e+00,-5.886266231536865234e-01,0.000000000000000000e+00,-1.101951837539672852e+00,-1.337689399719238281e+00,-7.095873355865478516e-01,-5.249426513910293579e-02,3.139353752136230469e+00,-4.143645763397216797e+00,2.033679187297821045e-01,5.966464281082153320e-01,4.914695322513580322e-01,-2.028433084487915039e+00,2.220227241516113281e+00,1.312882751226425171e-01,1.470157653093338013e-01,9.014257788658142090e-01,-8.146319389343261719e-01
-1.162602901458740234e+00,0.000000000000000000e+00,2.196934372186660767e-01,6.879168152809143066e-01,0.000000000000000000e+00,1.645857468247413635e-02,0.000000000000000000e+00,-3.299798667430877686e-01,-1.535788416862487793e+00,1.321870088577270508e-01,2.221937030553817749e-01,2.441639155149459839e-01,-1.375214815139770508e+00,4.177560806274414062e-01,5.845620632171630859e-01,6.667727231979370117e-02,-9.593067765235900879e-01,-3.908902704715728760e-01,2.190266609191894531e+00,2.324680566787719727e+00,-8.201038837432861328e-01,9.053375720977783203e-01
-2.066524505615234375e+00,0.000000000000000000e+00,2.196934372186660767e-01,1.633208274841308594e+00,0.000000000000000000e+00,1.337538003921508789e+00,0.000000000000000000e+00,-1.292773127555847168e+00,-1.773890256881713867e+00,1.269064664840698242e+00,-2.777328491210937500e-01,-9.885177612304687500e-01,-4.879436194896697998e-01,3.183839917182922363e-01,-7.506187558174133301e-01,-7.692251801490783691e-01,-7.530219554901123047e-01,2.058843374252319336e+00,2.831745147705078125e+00,-4.577267765998840332e-01,-8.201038837432861328e-01,9.053375720977783203e-01
-1.954300880432128906e+00,0.000000000000000000e+00,2.196934372186660767e-01,4.916234970092773438e+00,0.000000000000000000e+00,5.406856060028076172e+00,0.000000000000000000e+00,-7.704337239265441895e-01,7.640636563301086426e-01,6.429075717926025391e+00,-2.489817142486572266e+00,-2.154400587081909180e+00,-3.273185193538665771e-01,-2.845768451690673828e+00,-7.476323843002319336e-01,4.375143051147460938e+00,-3.977698683738708496e-01,-1.776013255119323730e+00,2.896587133407592773e+00,-3.467201590538024902e-01,-8.201038837432861328e-01,9.053375720977783203e-01
-1.278657674789428711e+00,0.000000000000000000e+00,2.196934372186660767e-01,1.151852965354919434e+00,0.000000000000000000e+00,8.851861953735351562e-01,0.000000000000000000e+00,-1.443105459213256836e+00,7.646613121032714844e-01,4.990452229976654053e-01,-1.758883357048034668e+00,1.089137315750122070e+00,-3.493694782257080078e+00,-3.847189188003540039e+00,-1.362884163856506348e+00,3.830647468566894531e-01,-6.429576873779296875e-01,1.209319233894348145e+00,-1.543487787246704102e+00,-4.605171203613281250e+00,-8.201038837432861328e-01,9.053375720977783203e-01
-2.869042754173278809e-01,0.000000000000000000e+00,2.196934372186660767e-01,7.834230065345764160e-01,0.000000000000000000e+00,5.016796588897705078e-01,0.000000000000000000e+00,-1.239129424095153809e+00,5.856771469116210938e-01,4.051162898540496826e-01,-1.415634155273437500e+00,5.035583376884460449e-01,-4.211347103118896484e+00,-4.779594242572784424e-01,-4.459636509418487549e-01,1.757443308830261230e+00,-1.710117578506469727e+00,-1.758008241653442383e+00,-3.570378541946411133e+00,3.499462455511093140e-02,9.014257788658142090e-01,-8.146319389343261719e-01
